site,block,season_condition,termite_treatment_abbreviation,harvest,SampleID,init_dry_wt,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,Lab_As.,FW_Wood,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,harvest_dry_wt,Species.Code,date_diff,pct.mass.rem,pro.mass.loss,termite.attack,months,station,mass.loss,dry.wet
PNW,X,DRY,TE,3,214,165.1692,2018-06-05,2019-12-05,0,0,1,NA,0,NA,1,NA,NA,1,162.53,NA,0.41,NA,NA,NA,NA,NA,NA,NA,157.71,NA,NA,NA,NA,157.71,PIRA,548,95.4839037786706,0.0451609622132939,0,18,PNW.PIRA.X,7.45919999999998,NA
PNW,Y,DRY,TI,3,229,173.8515,2018-06-05,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,177.92,NA,0.42,NA,NA,NA,NA,NA,NA,NA,171.33,NA,NA,NA,NA,171.33,PIRA,548,98.5496242482809,0.0145037575171914,0,18,PNW.PIRA.Y,2.52149999999997,NA
PNW,Y,DRY,TE,3,230,168.9579,2018-06-05,2019-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,165.31,NA,NA,NA,NA,165.31,PIRA,548,97.8409414416254,0.0215905855837459,0,18,PNW.PIRA.Y,3.64789999999999,NA
MLES,F,DRY,TI,3,245,224.26,2018-06-04,2019-12-04,0,0,0,NA,1,NA,NA,NA,NA,NA,245.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.63,NA,NA,NA,NA,218.63,PIRA,548,97.4895210915901,0.0251047890840987,0,18,MLES.PIRA.F,5.63,NA
MLES,F,DRY,TE,3,246,190.825,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,163.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.25,NA,NA,NA,NA,154.25,PIRA,548,80.8332241582602,0.191667758417398,0,18,MLES.PIRA.F,36.575,NA
MLES,G,DRY,TI,3,261,171.6066,2018-06-04,2019-12-04,0,0,0,NA,0,NA,NA,NA,NA,NA,171.76,NA,0.43,NA,NA,NA,NA,NA,NA,NA,146.82,NA,NA,NA,NA,146.82,PIRA,548,85.5561499382891,0.144438500617109,0,18,MLES.PIRA.G,24.7866,NA
MLES,G,DRY,TE,3,262,165.7645,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,181.5,NA,0.44,NA,NA,NA,NA,NA,NA,NA,160.99,NA,NA,NA,NA,160.99,PIRA,548,97.1197089847344,0.0288029101526562,0,18,MLES.PIRA.G,4.77449999999999,NA
MLES,H,DRY,TI,3,277,175.7072,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,173.75,NA,0.42,NA,NA,NA,NA,NA,NA,NA,154.96,NA,NA,NA,NA,154.96,PIRA,548,88.1921742535309,0.118078257464691,0,18,MLES.PIRA.H,20.7472,NA
MLES,H,DRY,TE,3,278,158.975,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,163.58,NA,0.44,NA,NA,NA,NA,NA,NA,NA,148.52,NA,NA,NA,NA,148.52,PIRA,548,93.4234942601038,0.0657650573989619,0,18,MLES.PIRA.H,10.455,NA
MLES,I,DRY,TI,3,293,171.9837,2018-06-04,2019-12-04,0,0,1,NA,0,NA,NA,NA,NA,NA,189.67,NA,0.44,NA,NA,NA,NA,NA,NA,NA,168.94,NA,NA,NA,NA,168.94,PIRA,548,98.2302392610463,0.0176976073895375,0,18,MLES.PIRA.I,3.0437,NA
MLES,I,DRY,TE,3,294,234.13,2018-06-04,2019-12-04,1,0,1,NA,0,NA,NA,NA,NA,NA,263.93,NA,0.47,NA,NA,NA,NA,NA,NA,NA,228.51,NA,NA,NA,NA,228.51,PIRA,548,97.5996241404348,0.0240037585956521,0,18,MLES.PIRA.I,5.62,NA
MLES,J,DRY,TI,3,309,166.3016,2018-06-04,2019-12-04,0,0,1,NA,0,NA,NA,NA,NA,NA,121.8,NA,0.42,NA,NA,NA,NA,NA,NA,NA,107.15,NA,NA,NA,NA,107.15,PIRA,548,64.431129947036,0.35568870052964,0,18,MLES.PIRA.J,59.1516,NA
MLES,J,DRY,TE,3,310,182.1958,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,192.45,NA,0.43,NA,NA,NA,NA,NA,NA,NA,168.88,NA,NA,NA,NA,168.88,PIRA,548,92.6914890463995,0.0730851095360046,0,18,MLES.PIRA.J,13.3158,NA
STCK,P,DRY,TI,3,325,170.4055,2018-06-05,2019-12-06,0,1,0,NA,0,NA,NA,NA,NA,NA,109.55,NA,0.35,NA,NA,NA,NA,NA,NA,NA,104.09,NA,NA,NA,NA,104.09,PIRA,549,61.0837091525802,0.389162908474198,1,18,STCK.PIRA.P,66.3155,NA
STCK,P,DRY,TE,3,326,175.8745,2018-06-05,2019-12-06,0,0,1,NA,0,NA,NA,NA,NA,NA,182.14,NA,0.42,NA,NA,NA,NA,NA,NA,NA,172.59,NA,NA,NA,NA,172.59,PIRA,549,98.1324751456294,0.0186752485437061,0,18,STCK.PIRA.P,3.28450000000001,NA
STCK,Q,DRY,TI,3,341,173.436,2018-06-05,2019-12-06,0,1,1,NA,1,NA,NA,NA,NA,NA,166.92,NA,0.42,NA,NA,NA,NA,NA,NA,NA,157.3,NA,NA,NA,NA,157.3,PIRA,549,90.6962798957541,0.0930372010424594,1,18,STCK.PIRA.Q,16.136,NA
STCK,Q,DRY,TE,3,342,187.7552,2018-06-05,2019-12-06,0,0,1,NA,1,NA,NA,NA,NA,NA,194.43,NA,0.44,NA,NA,NA,NA,NA,NA,NA,183.75,NA,NA,NA,NA,183.75,PIRA,549,97.8667967651495,0.0213320323485049,0,18,STCK.PIRA.Q,4.0052,NA
STCK,R,DRY,TI,3,357,169.16,2018-06-05,2019-12-06,0,0,1,NA,0,NA,NA,NA,NA,NA,170.15,NA,0.45,NA,NA,NA,NA,NA,NA,NA,161.59,NA,NA,NA,NA,161.59,PIRA,549,95.5249467959328,0.0447505320406715,0,18,STCK.PIRA.R,7.56999999999999,NA
STCK,R,DRY,TE,3,358,185.376,2018-06-05,2019-12-06,0,0,1,NA,0,NA,NA,NA,NA,NA,189.86,NA,0.42,NA,NA,NA,NA,NA,NA,NA,181.71,NA,NA,NA,NA,181.71,PIRA,549,98.0223977213879,0.0197760227861212,0,18,STCK.PIRA.R,3.666,NA
STCK,S,DRY,TI,3,373,181.5903,2018-06-05,2019-12-06,0,0,1,NA,1,NA,NA,NA,NA,NA,190.94,NA,0.42,NA,NA,NA,NA,NA,NA,NA,179.28,NA,NA,NA,NA,179.28,PIRA,549,98.7277404134472,0.012722595865528,0,18,STCK.PIRA.S,2.31030000000001,NA
STCK,S,DRY,TE,3,374,172.2638,2018-06-05,2019-12-06,0,0,1,NA,0,NA,NA,NA,NA,NA,157.16,NA,0.29,NA,NA,NA,NA,NA,NA,NA,147.72,NA,NA,NA,NA,147.72,PIRA,549,85.7522009847687,0.142477990152313,0,18,STCK.PIRA.S,24.5438,NA
STCK,T,DRY,TI,3,389,232.61,2018-06-05,2019-12-06,0,0,1,NA,0,NA,NA,NA,NA,NA,143.28,NA,0.38,NA,NA,NA,NA,NA,NA,NA,135.25,NA,NA,NA,NA,135.25,PIRA,549,58.1445337689695,0.418554662310305,0,18,STCK.PIRA.T,97.36,NA
STCK,T,DRY,TE,3,390,226.47,2018-06-05,2019-12-06,0,0,1,NA,0,NA,NA,NA,NA,NA,178.04,NA,0.43,NA,NA,NA,NA,NA,NA,NA,167.32,NA,NA,NA,NA,167.32,PIRA,549,73.8817503422087,0.261182496577913,0,18,STCK.PIRA.T,59.15,NA
DRO,A,WET,TI,4,7,161.9986,2018-06-11,2020-07-06,0,1,1,1,0,NA,NA,NA,NA,NA,179.52,NA,0.315,NA,NA,NA,NA,NA,NA,NA,42.24,NA,NA,NA,NA,42.24,PIRA,756,26.0742994075257,0.739257005924743,1,24,DRO.PIRA.A,119.7586,NA
DRO,A,WET,TE,4,8,192.7764,2018-06-11,2020-07-06,0,0,1,1,1,NA,NA,NA,NA,NA,387.89,NA,0.46,NA,NA,NA,NA,NA,NA,NA,136.79,NA,NA,NA,NA,136.79,PIRA,756,70.9578558371253,0.290421441628747,0,24,DRO.PIRA.A,55.9864,NA
DRO,B,WET,TI,4,23,159.7781,2018-06-11,2020-07-06,0,0,1,1,1,NA,NA,NA,NA,NA,379.06,NA,0.45,NA,NA,NA,NA,NA,NA,NA,125.02,NA,NA,NA,NA,125.02,PIRA,756,78.2460174454447,0.217539825545554,0,24,DRO.PIRA.B,34.7581,NA
DRO,B,WET,TE,4,24,192.2807,2018-06-11,2020-07-06,0,0,1,1,1,NA,NA,NA,NA,NA,436.18,NA,0.48,NA,NA,NA,NA,NA,NA,NA,163.99,NA,NA,NA,NA,163.99,PIRA,756,85.2867708511567,0.147132291488433,0,24,DRO.PIRA.B,28.2907,NA
DRO,C,WET,TI,4,39,166.1532,2018-06-11,2020-07-06,0,1,0,1,0,NA,NA,NA,NA,NA,79.98,NA,0.155,NA,NA,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,30.6,PIRA,756,18.4167382873156,0.815832617126844,1,24,DRO.PIRA.C,135.5532,NA
DRO,C,WET,TE,4,40,164.0607,2018-06-11,2020-07-06,0,0,1,1,0,NA,NA,NA,NA,NA,376.89,NA,0.47,NA,NA,NA,NA,NA,NA,NA,115.83,NA,NA,NA,NA,115.83,PIRA,756,70.6019174610373,0.293980825389627,0,24,DRO.PIRA.C,48.2307,NA
DRO,D,WET,TI,4,55,170.646,2018-06-11,2020-07-06,0,0,1,1,1,NA,NA,NA,NA,NA,168.35,NA,0.45,NA,NA,NA,NA,NA,NA,NA,51.46,NA,NA,NA,NA,51.46,PIRA,756,30.1559954525743,0.698440045474257,0,24,DRO.PIRA.D,119.186,NA
DRO,D,WET,TE,4,56,165.5841,2018-06-11,2020-07-06,0,0,1,1,0,NA,NA,NA,NA,NA,294.46,NA,0.44,NA,NA,NA,NA,NA,NA,NA,79.99,NA,NA,NA,NA,79.99,PIRA,756,48.307778343452,0.516922216565479,0,24,DRO.PIRA.D,85.5941,NA
DRO,E,WET,TI,4,71,160.1493,2018-06-11,2020-07-06,0,0,1,1,1,NA,NA,NA,NA,NA,447.04,NA,0.46,NA,NA,NA,NA,NA,NA,NA,140.25,NA,NA,NA,NA,140.25,PIRA,756,87.5745320148137,0.124254679851863,0,24,DRO.PIRA.E,19.8993,NA
DRO,E,WET,TE,4,72,169.7396,2018-06-11,2020-07-06,0,0,0,1,1,NA,NA,NA,NA,NA,429.81,NA,0.45,NA,NA,NA,NA,NA,NA,NA,151.43,NA,NA,NA,NA,151.43,PIRA,756,89.2131241030378,0.107868758969622,0,24,DRO.PIRA.E,18.3096,NA
MLRF,K,WET,TI,4,87,170.4421,2018-06-04,2020-06-04,0,0,1,1,0,NA,0,NA,NA,0,462.73,NA,0.44,NA,NA,NA,NA,NA,NA,NA,150.21,NA,NA,NA,NA,150.21,PIRA,731,88.1296346383904,0.118703653616096,0,24,MLRF.PIRA.K,20.2321,NA
MLRF,K,WET,TE,4,88,174.3232,2018-06-04,2020-06-04,0,0,1,1,0,NA,0,NA,NA,0,322.78,NA,0.44,NA,NA,NA,NA,NA,NA,NA,124.06,NA,NA,NA,NA,124.06,PIRA,731,71.1666605477642,0.288333394522359,0,24,MLRF.PIRA.K,50.2632,NA
MLRF,L,WET,TI,4,103,187.8605,2018-06-04,2020-06-04,0,0,1,1,0,NA,0,NA,NA,0,431.52,NA,0.47,NA,NA,NA,NA,NA,NA,NA,168.98,NA,NA,NA,NA,168.98,PIRA,731,89.9497233319405,0.100502766680595,0,24,MLRF.PIRA.L,18.8805,NA
MLRF,L,WET,TE,4,104,193.5018,2018-06-04,2020-06-04,0,0,1,1,0,NA,0,NA,NA,0,411.64,NA,0.44,NA,NA,NA,NA,NA,NA,NA,170.62,NA,NA,NA,NA,170.62,PIRA,731,88.174890362777,0.11825109637223,0,24,MLRF.PIRA.L,22.8818,NA
MLRF,M,WET,TI,4,119,170.6989,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,384.9,NA,0.44,NA,NA,NA,NA,NA,NA,NA,137.27,NA,NA,NA,1,137.27,PIRA,731,80.4164525957695,0.195835474042305,0,24,MLRF.PIRA.M,33.4289,NA
MLRF,M,WET,TE,4,120,162.6947,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,414.21,NA,0.44,NA,NA,NA,NA,NA,NA,NA,130.81,NA,NA,NA,NA,130.81,PIRA,731,80.402127420254,0.19597872579746,0,24,MLRF.PIRA.M,31.8847,NA
MLRF,N,WET,TI,4,135,193.7123,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,459.81,NA,0.47,NA,NA,NA,NA,NA,NA,NA,173.47,NA,NA,NA,NA,173.47,PIRA,731,89.5503279864004,0.104496720135996,0,24,MLRF.PIRA.N,20.2423,NA
MLRF,N,WET,TE,4,136,171.1426,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,427.48,NA,0.44,NA,NA,NA,NA,NA,NA,NA,147.21,NA,NA,NA,NA,147.21,PIRA,731,86.0159890056596,0.139840109943404,0,24,MLRF.PIRA.N,23.9326,NA
MLRF,O,WET,TI,4,151,169.1251,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,390.71,NA,0.5,NA,NA,NA,NA,NA,NA,NA,136.69,NA,NA,NA,NA,136.69,PIRA,731,80.8218295214607,0.191781704785393,0,24,MLRF.PIRA.O,32.4351,NA
MLRF,O,WET,TE,4,152,187.9724,2018-06-04,2020-06-04,0,0,1,1,1,NA,0,NA,NA,0,430.23,NA,0.46,NA,NA,NA,NA,NA,NA,NA,162.9,NA,NA,NA,NA,162.9,PIRA,731,86.6616588392764,0.133383411607236,0,24,MLRF.PIRA.O,25.0724,NA
PNW,U,WET,TI,4,167,176.762,2018-06-05,2020-06-18,1,1,0,1,0,NA,0,NA,NA,0,61.47,NA,0.34,NA,NA,NA,NA,NA,NA,NA,73.12,NA,NA,NA,NA,73.12,PIRA,744,41.366357022437,0.58633642977563,1,24,PNW.PIRA.U,103.642,NA
PNW,U,WET,TE,4,168,194.4688,2018-06-05,2020-06-18,0,0,1,1,0,NA,1,NA,NA,1,205.47,NA,0.445,NA,NA,NA,NA,NA,NA,NA,186.74,NA,NA,NA,NA,186.74,PIRA,744,96.0256863825971,0.0397431361740288,0,24,PNW.PIRA.U,7.72879999999998,NA
PNW,V,WET,TI,4,183,170.123,2018-06-05,2020-06-18,1,1,0,1,1,NA,3,NA,NA,3,119.88,NA,0.335,NA,NA,NA,NA,NA,NA,NA,108.09,NA,NA,NA,NA,108.09,PIRA,744,63.5363824997208,0.364636175002792,1,24,PNW.PIRA.V,62.033,NA
PNW,V,WET,TE,4,184,158.1831,2018-06-05,2020-06-18,0,0,1,1,0,NA,2,NA,NA,2,165.15,NA,0.41,NA,NA,NA,NA,NA,NA,NA,151.19,NA,NA,NA,NA,151.19,PIRA,744,95.5791105370928,0.0442088946290723,0,24,PNW.PIRA.V,6.9931,NA
PNW,W,WET,TI,4,199,159.5351,2018-06-05,2020-06-18,0,1,1,1,0,NA,0,NA,NA,0,156.42,NA,0.44,NA,NA,NA,NA,NA,NA,NA,141.84,NA,NA,NA,NA,141.84,PIRA,744,88.9083342787888,0.110916657212112,1,24,PNW.PIRA.W,17.6951,NA
PNW,W,WET,TE,4,200,194.0456,2018-06-05,2020-06-18,0,0,1,1,0,NA,2,NA,NA,2,192.44,NA,0.425,NA,NA,NA,NA,NA,NA,NA,174.95,NA,NA,NA,NA,174.95,PIRA,744,90.1592203069794,0.0984077969302061,0,24,PNW.PIRA.W,19.0956,NA
PNW,X,WET,TI,4,215,224.32,2018-06-05,2020-06-18,0,1,0,1,0,NA,0,NA,NA,0,234.87,NA,0.45,NA,NA,NA,NA,NA,NA,NA,213.18,NA,NA,NA,NA,213.18,PIRA,744,95.033880171184,0.0496611982881597,1,24,PNW.PIRA.X,11.14,NA
PNW,X,WET,TE,4,216,163.9384,2018-06-05,2020-06-18,0,0,1,1,0,NA,2,NA,NA,2,163.32,NA,0.4,NA,NA,NA,NA,NA,NA,NA,147.67,NA,NA,NA,NA,147.67,PIRA,744,90.0765165452389,0.0992348345476107,0,24,PNW.PIRA.X,16.2684,NA
PNW,Y,WET,TI,4,231,167.2535,2018-06-05,2020-06-18,0,1,0,1,0,NA,0,NA,NA,0,172.54,NA,0.43,NA,NA,NA,NA,NA,NA,NA,157.2,NA,NA,NA,NA,157.2,PIRA,744,93.9890645038818,0.0601093549611817,1,24,PNW.PIRA.Y,10.0535,NA
PNW,Y,WET,TE,4,232,188.9396,2018-06-05,2020-06-18,0,0,1,1,0,NA,2.5,NA,NA,3,184.11,NA,0.43,NA,NA,NA,NA,NA,NA,NA,167.87,NA,NA,NA,NA,167.87,PIRA,744,88.8484997321895,0.111515002678105,0,24,PNW.PIRA.Y,21.0696,NA
MLES,F,WET,TI,4,247,194.5608,2018-06-04,2020-07-01,0,1,1,1,0,NA,NA,NA,NA,NA,461.3,NA,0.47,NA,NA,NA,NA,NA,NA,NA,178.24,NA,NA,NA,NA,178.24,PIRA,758,91.6114654133823,0.0838853458661766,1,24,MLES.PIRA.F,16.3208,NA
MLES,F,WET,TE,4,248,162.1945,2018-06-04,2020-07-01,0,0,1,0,0,NA,NA,NA,NA,NA,399.07,NA,0.45,NA,NA,NA,NA,NA,NA,NA,149.08,NA,NA,NA,NA,149.08,PIRA,758,91.9143374158803,0.0808566258411968,0,24,MLES.PIRA.F,13.1145,NA
MLES,G,WET,TI,4,263,189.5618,2018-06-04,2020-07-01,0,0,1,0,0,NA,NA,NA,NA,NA,281.16,NA,0.45,NA,NA,NA,NA,NA,NA,NA,109.1,NA,NA,NA,NA,109.1,PIRA,758,57.5537898458445,0.424462101541555,0,24,MLES.PIRA.G,80.4618,NA
MLES,G,WET,TE,4,264,198.3256,2018-06-04,2020-07-01,0,0,0,1,0,NA,NA,NA,NA,NA,435.35,NA,0.48,NA,NA,NA,NA,NA,NA,NA,113.58,NA,NA,NA,NA,113.58,PIRA,758,57.2694599184372,0.427305400815628,0,24,MLES.PIRA.G,84.7456,NA
MLES,H,WET,TI,4,279,221.03,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,351.51,NA,0.47,NA,NA,NA,NA,NA,NA,NA,141.52,NA,NA,NA,NA,141.52,PIRA,758,64.0275075781568,0.359724924218432,0,24,MLES.PIRA.H,79.51,NA
MLES,H,WET,TE,4,280,188.2952,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,472.03,NA,0.47,NA,NA,NA,NA,NA,NA,NA,178.73,NA,NA,NA,NA,178.73,PIRA,758,94.9201041768457,0.0507989582315428,0,24,MLES.PIRA.H,9.5652,NA
MLES,I,WET,TI,4,295,168.5105,2018-06-04,2020-07-01,1,1,1,1,0,NA,NA,NA,NA,NA,316.72,NA,0.56,NA,NA,NA,NA,NA,NA,NA,78.14,NA,NA,NA,NA,78.14,PIRA,758,46.3709976529652,0.536290023470348,1,24,MLES.PIRA.I,90.3705,NA
MLES,I,WET,TE,4,296,195.1802,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,451.08,NA,0.44,NA,NA,NA,NA,NA,NA,NA,123.4,NA,NA,NA,NA,123.4,PIRA,758,63.2236261669985,0.367763738330015,0,24,MLES.PIRA.I,71.7802,NA
MLES,J,WET,TI,4,311,166.3488,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,172.31,NA,0.44,NA,NA,NA,NA,NA,NA,NA,117.53,NA,NA,NA,NA,117.53,PIRA,758,70.6527489227455,0.293472510772545,0,24,MLES.PIRA.J,48.8188,NA
MLES,J,WET,TE,4,312,170.5733,2018-06-04,2020-07-01,0,0,1,1,0,NA,NA,NA,NA,NA,243.93,NA,0.47,NA,NA,NA,NA,NA,NA,NA,93.96,NA,NA,NA,NA,93.96,PIRA,758,55.0848227712075,0.449151772287925,0,24,MLES.PIRA.J,76.6133,NA
STCK,P,WET,TI,4,327,187.5423,2018-06-05,2020-06-11,0,1,1,1,0,NA,0,NA,NA,0,142.03,NA,0.33,NA,NA,NA,NA,NA,NA,NA,100.99,NA,NA,NA,NA,100.99,PIRA,737,53.849184957207,0.46150815042793,1,24,STCK.PIRA.P,86.5523,NA
STCK,P,WET,TE,4,328,159.0259,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,165,NA,0.44,NA,NA,NA,NA,NA,NA,NA,137.46,NA,NA,NA,NA,137.46,PIRA,737,86.4387499143221,0.135612500856779,0,24,STCK.PIRA.P,21.5659,NA
STCK,Q,WET,TI,4,343,231.04,2018-06-05,2020-06-11,0,1,1,1,0,NA,0,NA,NA,0,241.2,NA,0.45,NA,NA,NA,NA,NA,NA,NA,181.76,NA,NA,NA,NA,181.76,PIRA,737,78.6703601108033,0.213296398891967,1,24,STCK.PIRA.Q,49.28,NA
STCK,Q,WET,TE,4,344,167.6614,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,192.15,NA,0.42,NA,NA,NA,NA,NA,NA,NA,159.8,NA,NA,NA,NA,159.8,PIRA,737,95.3111449624064,0.0468885503759361,0,24,STCK.PIRA.Q,7.86139999999997,NA
STCK,R,WET,TI,4,359,165.5891,2018-06-05,2020-06-11,1,1,1,1,1,NA,0,NA,NA,0,136.92,NA,0.33,NA,NA,NA,NA,NA,NA,NA,106.16,NA,NA,NA,NA,106.16,PIRA,737,64.1105000268738,0.358894999731262,1,24,STCK.PIRA.R,59.4291,NA
STCK,R,WET,TE,4,360,172.045,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,157.81,NA,0.44,NA,NA,NA,NA,NA,NA,NA,119.06,NA,NA,NA,NA,119.06,PIRA,737,69.2028248423378,0.307971751576622,0,24,STCK.PIRA.R,52.985,NA
STCK,S,WET,TI,4,375,167.3917,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,192.12,NA,0.44,NA,NA,NA,NA,NA,NA,NA,158.6,NA,NA,NA,NA,158.6,PIRA,737,94.7478279986403,0.0525217200135968,0,24,STCK.PIRA.S,8.79169999999999,NA
STCK,S,WET,TE,4,376,195.6554,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,220.93,NA,0.47,NA,NA,NA,NA,NA,NA,NA,188.1,NA,NA,NA,NA,188.1,PIRA,737,96.1384147843607,0.0386158521563932,0,24,STCK.PIRA.S,7.55539999999999,NA
STCK,T,WET,TI,4,391,199.1235,2018-06-05,2020-06-11,0,1,1,1,0,NA,1,NA,NA,1,213.14,NA,0.45,NA,NA,NA,NA,NA,NA,NA,171.58,NA,NA,NA,NA,171.58,PIRA,737,86.1676296368836,0.138323703631164,1,24,STCK.PIRA.T,27.5435,NA
STCK,T,WET,TE,4,392,165.1832,2018-06-05,2020-06-11,0,0,1,1,0,NA,0,NA,NA,0,69.15,NA,0.4,NA,NA,NA,NA,NA,NA,NA,69.2,NA,NA,NA,NA,69.2,PIRA,737,41.8928801476179,0.581071198523821,0,24,STCK.PIRA.T,95.9832,NA
DRO,A,DRY,TI,5,9,159.0825,2018-06-11,2020-12-05,0,0,1,1,0,NA,0,NA,NA,0,248.19,NA,0.46,NA,NA,NA,NA,NA,NA,NA,119.29,NA,NA,NA,NA,119.29,PIRA,908,74.9862492731759,0.250137507268241,0,30,DRO.PIRA.A,39.7925,NA
DRO,A,DRY,TE,5,10,200.0901,2018-06-11,2020-12-05,0,0,1,1,1,NA,0,NA,NA,0,253,NA,0.47,NA,NA,NA,NA,NA,NA,NA,162.83,NA,NA,NA,NA,162.83,PIRA,908,81.3783390582543,0.186216609417457,0,30,DRO.PIRA.A,37.2601,NA
DRO,B,DRY,TI,5,25,174.9622,2018-06-11,2020-12-05,0,0,1,1,1,NA,0,NA,NA,0,309.32,NA,0.48,NA,NA,NA,NA,NA,NA,NA,138.11,NA,NA,NA,NA,138.11,PIRA,908,78.937050402887,0.21062949597113,0,30,DRO.PIRA.B,36.8522,NA
DRO,B,DRY,TE,5,26,161.2771,2018-06-11,2020-12-05,0,0,1,1,1,NA,0,NA,NA,0,232.32,NA,0.47,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,100,PIRA,908,62.0050831767188,0.379949168232812,0,30,DRO.PIRA.B,61.2771,NA
DRO,C,DRY,TI,5,41,171.2973,2018-06-11,2020-12-05,1,1,1,0,1,NA,0,NA,NA,0,78.56,NA,0.37,NA,NA,NA,NA,NA,NA,NA,35.19,NA,NA,NA,NA,35.19,PIRA,908,20.5432309791223,0.794567690208777,1,30,DRO.PIRA.C,136.1073,NA
DRO,C,DRY,TE,5,42,165.5768,2018-06-11,2020-12-05,0,0,1,0,1,NA,0,NA,NA,0,76.74,NA,0.42,NA,NA,NA,NA,NA,NA,NA,68.28,NA,NA,NA,NA,68.28,PIRA,908,41.2376613148702,0.587623386851298,0,30,DRO.PIRA.C,97.2968,NA
DRO,D,DRY,TI,5,57,158.3657,2018-06-11,2020-12-05,0,0,1,1,0,NA,0,NA,NA,0,133.62,NA,0.47,NA,NA,NA,NA,NA,NA,NA,86.4,NA,NA,NA,NA,86.4,PIRA,908,54.5572683983969,0.454427316016031,0,30,DRO.PIRA.D,71.9657,NA
DRO,D,DRY,TE,5,58,164.3877,2018-06-11,2020-12-05,0,0,1,1,0,NA,0,NA,NA,0,197.72,NA,0.48,NA,NA,NA,NA,NA,NA,NA,109.8,NA,NA,NA,NA,109.8,PIRA,908,66.7933184782073,0.332066815217927,0,30,DRO.PIRA.D,54.5877,NA
DRO,E,DRY,TI,5,73,198.3024,2018-06-11,2020-12-05,1,0,1,1,1,NA,0,NA,NA,0,342.05,NA,0.47,NA,NA,NA,NA,NA,NA,NA,178.21,NA,NA,NA,NA,178.21,PIRA,908,89.8677978683062,0.101322021316938,0,30,DRO.PIRA.E,20.0924,NA
DRO,E,DRY,TE,5,74,191.797,2018-06-11,2020-12-05,0,0,0,1,0,NA,0,NA,NA,0,305.43,NA,0.48,NA,NA,NA,NA,NA,NA,NA,172.84,NA,NA,NA,NA,172.84,PIRA,908,90.1161123479512,0.0988388765204878,0,30,DRO.PIRA.E,18.957,NA
MLRF,K,DRY,TI,5,89,227.7,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,396.66,NA,0.46,NA,NA,NA,NA,NA,NA,NA,182.7,NA,NA,NA,NA,182.7,PIRA,914,80.2371541501976,0.197628458498024,0,30,MLRF.PIRA.K,45,NA
MLRF,K,DRY,TE,5,90,167.2304,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,298.3,NA,0.45,NA,NA,NA,NA,NA,NA,NA,132.45,NA,NA,NA,NA,132.45,PIRA,914,79.20210679398,0.2079789320602,0,30,MLRF.PIRA.K,34.7804,NA
MLRF,L,DRY,TI,5,105,165.7578,2018-06-04,2020-12-04,1,0,1,1,0,NA,0,NA,NA,0,335.98,NA,0.46,NA,NA,NA,NA,NA,NA,NA,126.27,NA,NA,NA,NA,126.27,PIRA,914,76.1774106557881,0.238225893442119,0,30,MLRF.PIRA.L,39.4878,NA
