site,block,season_condition,termite_treatment_abbreviation,harvest,SampleID,init_dry_wt,deployment_date,harvest_date,insect_present,termite_present,fungi_present,soil_present,root_present,fire_present_2021,fire_present_2019,Termite_Class,Fungi_Class,Fire_Class,Field_fresh_wt,Collar,fresh_volume,Lab_As.,FW_Wood,FW_Excess,FW_Carton,FW_Soil,Sawdust_FW,Post_drill_FW,DW_Wood,DW_Excess,DW_Carton,DW_Soil,damage_bag,harvest_dry_wt,Species.Code,date_diff,pct.mass.rem,pro.mass.loss,termite.attack,months,station,mass.loss,dry.wet
PNW,NA,DRY,NA,1,1228,232.29,2019-06-21,2019-12-05,0,0,1,NA,0,NA,1,NA,NA,1,233.7,NA,0.42,NA,NA,NA,NA,NA,NA,NA,224.46,NA,NA,NA,NA,224.46,PIRA,167,96.6292134831461,0.0337078651685393,0,6,NA,7.82999999999998,NA
PNW,NA,DRY,NA,1,1233,225.47,2019-06-21,2019-12-05,0,0,1,NA,0,NA,1,NA,NA,1,233.62,NA,0.39,NA,NA,NA,NA,NA,NA,NA,229.3,NA,NA,NA,NA,229.3,PIRA,167,101.698673881226,-0.0169867388122589,0,6,NA,-3.83000000000001,NA
PNW,NA,DRY,NA,1,1236,226.64,2019-06-21,2019-12-05,0,0,0,NA,0,NA,1,NA,NA,1,225.57,NA,0.41,NA,NA,NA,NA,NA,NA,NA,217.87,NA,NA,NA,NA,217.87,PIRA,167,96.1304271090717,0.0386957289092834,0,6,NA,8.76999999999998,NA
PNW,NA,DRY,NA,1,1244,222.58,2019-06-21,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,229.93,NA,0.42,NA,NA,NA,NA,NA,NA,NA,222.63,NA,NA,NA,NA,222.63,PIRA,167,100.022463833228,-0.000224638332285032,0,6,NA,-0.0499999999999829,NA
PNW,NA,DRY,NA,1,1247,226.11,2019-06-21,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,234.28,NA,0.43,NA,NA,NA,NA,NA,NA,NA,225.46,NA,NA,NA,NA,225.46,PIRA,167,99.7125292998983,0.00287470700101722,0,6,NA,0.650000000000006,NA
PNW,NA,DRY,NA,1,1254,225.09,2019-06-21,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,233.36,NA,0.41,NA,NA,NA,NA,NA,NA,NA,225.31,NA,NA,NA,NA,225.31,PIRA,167,100.097738682305,-0.000977386823048487,0,6,NA,-0.219999999999999,NA
DRO,A,WET,TI,2,3,166.8253,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,411.24,NA,0.401,NA,NA,NA,NA,NA,NA,NA,145.32,NA,NA,NA,NA,145.32,PIRA,371,87.1090895685487,0.128909104314513,0,12,DRO.PIRA.A,21.5053,NA
DRO,A,WET,TE,2,4,165.9072,2018-06-11,2019-06-17,0,0,1,NA,1,NA,NA,NA,NA,NA,407.97,NA,0.398,NA,NA,NA,NA,NA,NA,NA,158.18,NA,NA,NA,NA,158.18,PIRA,371,95.3424565058057,0.0465754349419434,0,12,DRO.PIRA.A,7.72719999999998,NA
DRO,B,WET,TI,2,19,232.03,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.07,NA,0.42,NA,NA,NA,NA,NA,NA,NA,217.73,NA,NA,NA,NA,217.73,PIRA,371,93.8370038357109,0.061629961642891,0,12,DRO.PIRA.B,14.3,NA
DRO,B,WET,TE,2,20,167.357,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.53,NA,0.402,NA,NA,NA,NA,NA,NA,NA,150.83,NA,NA,NA,NA,150.83,PIRA,371,90.1247034781933,0.0987529652180666,0,12,DRO.PIRA.B,16.527,NA
DRO,C,WET,TI,2,35,161.9444,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.71,NA,0.402,NA,NA,NA,NA,NA,NA,NA,147.4,NA,NA,NA,NA,147.4,PIRA,371,91.0188929039843,0.0898110709601567,0,12,DRO.PIRA.C,14.5444,NA
DRO,C,WET,TE,2,36,168.943,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.13,NA,0.399,NA,NA,NA,NA,NA,NA,NA,105.05,NA,NA,NA,NA,105.05,PIRA,371,62.1807355143451,0.378192644856549,0,12,DRO.PIRA.C,63.893,NA
DRO,D,WET,TI,2,51,166.3541,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.3,NA,0.4,NA,NA,NA,NA,NA,NA,NA,83.69,NA,NA,NA,NA,83.69,PIRA,371,50.3083482763575,0.496916517236425,0,12,DRO.PIRA.D,82.6641,NA
DRO,D,WET,TE,2,52,168.5571,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.17,NA,0.414,NA,NA,NA,NA,NA,NA,NA,160.09,NA,NA,NA,NA,160.09,PIRA,371,94.9767170887492,0.0502328291125085,0,12,DRO.PIRA.D,8.46709999999999,NA
DRO,E,WET,TI,2,67,165.1497,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.55,NA,0.424,NA,NA,NA,NA,NA,NA,NA,157.45,NA,NA,NA,NA,157.45,PIRA,371,95.3377450882442,0.0466225491175583,0,12,DRO.PIRA.E,7.69970000000001,NA
DRO,E,WET,TE,2,68,169.6044,2018-06-11,2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.03,NA,0.415,NA,NA,NA,NA,NA,NA,NA,164.55,NA,NA,NA,NA,164.55,PIRA,371,97.0198886349647,0.0298011136503534,0,12,DRO.PIRA.E,5.05439999999999,NA
MLRF,K,WET,TI,2,83,170.7332,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.14,NA,0.405,NA,NA,NA,NA,NA,NA,NA,159.4,NA,NA,NA,NA,159.4,PIRA,381,93.362040891871,0.0663795910812895,0,12,MLRF.PIRA.K,11.3332,NA
MLRF,K,WET,TE,2,84,192.944,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499.86,NA,0.41,NA,NA,NA,NA,NA,NA,NA,187.96,NA,NA,NA,NA,187.96,PIRA,381,97.416867070238,0.02583132929762,0,12,MLRF.PIRA.K,4.98399999999998,NA
MLRF,L,WET,TI,2,99,170.9579,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,473.14,NA,0.411,NA,NA,NA,NA,NA,NA,NA,163,NA,NA,NA,NA,163,PIRA,381,95.3451112817834,0.0465488871821659,0,12,MLRF.PIRA.L,7.9579,NA
MLRF,L,WET,TE,2,100,174.0541,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464.41,NA,0.417,NA,NA,NA,NA,NA,NA,NA,162.58,NA,NA,NA,NA,162.58,PIRA,381,93.4077393178328,0.0659226068216721,0,12,MLRF.PIRA.L,11.4741,NA
MLRF,M,WET,TI,2,115,193.6587,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.31,NA,0.413,NA,NA,NA,NA,NA,NA,NA,185.58,NA,NA,NA,NA,185.58,PIRA,381,95.8283826133295,0.0417161738667048,0,12,MLRF.PIRA.M,8.0787,NA
MLRF,M,WET,TE,2,116,234.06,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.71,NA,0.411,NA,NA,NA,NA,NA,NA,NA,226.04,NA,NA,NA,NA,226.04,PIRA,381,96.5735281551739,0.0342647184482611,0,12,MLRF.PIRA.M,8.02000000000001,NA
MLRF,N,WET,TI,2,131,165.9077,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.76,NA,0.404,NA,NA,NA,NA,NA,NA,NA,159.29,NA,NA,NA,NA,159.29,PIRA,381,96.0112158748509,0.0398878412514911,0,12,MLRF.PIRA.N,6.61770000000001,NA
MLRF,N,WET,TE,2,132,187.5397,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.26,NA,0.423,NA,NA,NA,NA,NA,NA,NA,179.94,NA,NA,NA,NA,179.94,PIRA,381,95.9476846768977,0.0405231532310226,0,12,MLRF.PIRA.N,7.59970000000001,NA
MLRF,O,WET,TI,2,147,165.6925,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443.3,NA,0.42,NA,NA,NA,NA,NA,NA,NA,152.27,NA,NA,NA,NA,152.27,PIRA,381,91.8991505348764,0.0810084946512363,0,12,MLRF.PIRA.O,13.4225,NA
MLRF,O,WET,TE,2,148,229.67,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.47,NA,0.397,NA,NA,NA,NA,NA,NA,NA,215.9,NA,NA,NA,NA,215.9,PIRA,381,94.0044411547002,0.0599555884529976,0,12,MLRF.PIRA.O,13.77,NA
PNW,U,WET,TI,2,163,184.4752,2018-06-05,2019-06-21,0,1,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,0.377,NA,NA,NA,NA,NA,NA,NA,169.54,NA,NA,NA,NA,169.54,PIRA,381,91.90395240119,0.0809604759881003,1,12,PNW.PIRA.U,14.9352,NA
PNW,U,WET,TE,2,164,163.5013,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.91,NA,0.395,NA,NA,NA,NA,NA,NA,NA,152.52,NA,NA,NA,NA,152.52,PIRA,381,93.2836619647673,0.0671633803523273,0,12,PNW.PIRA.U,10.9813,NA
PNW,V,WET,TI,2,179,166.6743,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.82,NA,0.399,NA,NA,NA,NA,NA,NA,NA,161.53,NA,NA,NA,NA,161.53,PIRA,381,96.9135613588898,0.0308643864111023,0,12,PNW.PIRA.V,5.14429999999999,NA
PNW,V,WET,TE,2,180,174.6373,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.31,NA,0.397,NA,NA,NA,NA,NA,NA,NA,170.15,NA,NA,NA,NA,170.15,PIRA,381,97.4305031055794,0.0256949689442061,0,12,PNW.PIRA.V,4.4873,NA
PNW,W,WET,TI,2,195,192.3541,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.98,NA,0.416,NA,NA,NA,NA,NA,NA,NA,182.82,NA,NA,NA,NA,182.82,PIRA,381,95.0434641112407,0.0495653588875932,0,12,PNW.PIRA.W,9.5341,NA
PNW,W,WET,TE,2,196,174.1786,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.6,NA,0.423,NA,NA,NA,NA,NA,NA,NA,163.43,NA,NA,NA,NA,163.43,PIRA,381,93.8289778422837,0.0617102215771627,0,12,PNW.PIRA.W,10.7486,NA
PNW,X,WET,TI,2,211,162.4426,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.18,NA,0.407,NA,NA,NA,NA,NA,NA,NA,154.43,NA,NA,NA,NA,154.43,PIRA,381,95.0674268941768,0.0493257310582322,0,12,PNW.PIRA.X,8.01259999999999,NA
PNW,X,WET,TE,2,212,167.8035,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.76,NA,0.408,NA,NA,NA,NA,NA,NA,NA,165.62,NA,NA,NA,NA,165.62,PIRA,381,98.6987756512826,0.0130122434871741,0,12,PNW.PIRA.X,2.18350000000001,NA
PNW,Y,WET,TI,2,227,171.2733,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.65,NA,0.41,NA,NA,NA,NA,NA,NA,NA,162.54,NA,NA,NA,NA,162.54,PIRA,381,94.9009565413874,0.0509904345861264,0,12,PNW.PIRA.Y,8.73330000000001,NA
PNW,Y,WET,TE,2,228,230.42,2018-06-05,2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.75,NA,0.408,NA,NA,NA,NA,NA,NA,NA,226.01,NA,NA,NA,NA,226.01,PIRA,381,98.0861036368371,0.0191389636316291,0,12,PNW.PIRA.Y,4.41,NA
MLES,F,WET,TI,2,243,193.5872,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.05,NA,0.414,NA,NA,NA,NA,NA,NA,NA,186.72,NA,NA,NA,NA,186.72,PIRA,381,96.452658026977,0.0354734197302301,0,12,MLES.PIRA.F,6.8672,NA
MLES,F,WET,TE,2,244,233.09,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.54,NA,0.407,NA,NA,NA,NA,NA,NA,NA,225.39,NA,NA,NA,NA,225.39,PIRA,381,96.6965549787636,0.0330344502123643,0,12,MLES.PIRA.F,7.70000000000002,NA
MLES,G,WET,TI,2,259,169.5716,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.58,NA,0.394,NA,NA,NA,NA,NA,NA,NA,132.86,NA,NA,NA,NA,132.86,PIRA,381,78.3503841445148,0.216496158554852,0,12,MLES.PIRA.G,36.7116,NA
MLES,G,WET,TE,2,260,170.2767,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.52,NA,0.41,NA,NA,NA,NA,NA,NA,NA,161.18,NA,NA,NA,NA,161.18,PIRA,381,94.6576953863917,0.0534230461360832,0,12,MLES.PIRA.G,9.0967,NA
MLES,H,WET,TI,2,275,171.1236,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.21,NA,0.41,NA,NA,NA,NA,NA,NA,NA,166.15,NA,NA,NA,NA,166.15,PIRA,381,97.0935627815217,0.0290643721847834,0,12,MLES.PIRA.H,4.9736,NA
MLES,H,WET,TE,2,276,168.5215,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.54,NA,0.398,NA,NA,NA,NA,NA,NA,NA,160.92,NA,NA,NA,NA,160.92,PIRA,381,95.4892995849194,0.0451070041508058,0,12,MLES.PIRA.H,7.60150000000002,NA
MLES,I,WET,TI,2,291,171.2087,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.75,NA,0.412,NA,NA,NA,NA,NA,NA,NA,164.65,NA,NA,NA,NA,164.65,PIRA,381,96.1691783186252,0.0383082168137483,0,12,MLES.PIRA.I,6.55869999999999,NA
MLES,I,WET,TE,2,292,166.7455,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.67,NA,0.404,NA,NA,NA,NA,NA,NA,NA,161.8,NA,NA,NA,NA,161.8,PIRA,381,97.0341028693428,0.0296589713065718,0,12,MLES.PIRA.I,4.94549999999998,NA
MLES,J,WET,TI,2,307,167.5138,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383.67,NA,0.409,NA,NA,NA,NA,NA,NA,NA,155.65,NA,NA,NA,NA,155.65,PIRA,381,92.917717823845,0.0708228217615505,0,12,MLES.PIRA.J,11.8638,NA
MLES,J,WET,TE,2,308,161.7152,2018-06-04,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.25,NA,0.405,NA,NA,NA,NA,NA,NA,NA,119.84,NA,NA,NA,NA,119.84,PIRA,381,74.105588095615,0.25894411904385,0,12,MLES.PIRA.J,41.8752,NA
STCK,P,WET,TI,2,323,175.1554,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.56,NA,0.397,NA,NA,NA,NA,NA,NA,NA,169.2,NA,NA,NA,NA,169.2,PIRA,380,96.5999335447266,0.0340006645527342,0,12,STCK.PIRA.P,5.9554,NA
STCK,P,WET,TE,2,324,184.8742,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.21,NA,0.409,NA,NA,NA,NA,NA,NA,NA,177.88,NA,NA,NA,NA,177.88,PIRA,380,96.2167787609088,0.0378322123909123,0,12,STCK.PIRA.P,6.99420000000001,NA
STCK,Q,WET,TI,2,339,223.72,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.55,NA,0.41,NA,NA,NA,NA,NA,NA,NA,217.53,NA,NA,NA,NA,217.53,PIRA,380,97.2331485785804,0.0276685142141964,0,12,STCK.PIRA.Q,6.19,NA
STCK,Q,WET,TE,2,340,189.2411,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.79,NA,0.409,NA,NA,NA,NA,NA,NA,NA,183.27,NA,NA,NA,NA,183.27,PIRA,380,96.8447129085595,0.0315528709144048,0,12,STCK.PIRA.Q,5.97109999999998,NA
STCK,R,WET,TI,2,355,178.641,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.34,NA,0.401,NA,NA,NA,NA,NA,NA,NA,152.54,NA,NA,NA,NA,152.54,PIRA,380,85.3891323940193,0.146108676059807,1,12,STCK.PIRA.R,26.101,NA
STCK,R,WET,TE,2,356,195.2049,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.77,NA,0.412,NA,NA,NA,NA,NA,NA,NA,189.95,NA,NA,NA,NA,189.95,PIRA,380,97.3080081493856,0.0269199185061442,0,12,STCK.PIRA.R,5.25490000000002,NA
STCK,S,WET,TI,2,371,173.3333,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.5,NA,0.386,NA,NA,NA,NA,NA,NA,NA,143.23,NA,NA,NA,NA,143.23,PIRA,380,82.6327081985977,0.173672918014023,0,12,STCK.PIRA.S,30.1033,NA
STCK,S,WET,TE,2,372,168.6332,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.69,NA,0.419,NA,NA,NA,NA,NA,NA,NA,165.02,NA,NA,NA,NA,165.02,PIRA,380,97.8573614211199,0.0214263857888006,0,12,STCK.PIRA.S,3.61319999999998,NA
STCK,T,WET,TI,2,387,159.4277,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.45,NA,0.403,NA,NA,NA,NA,NA,NA,NA,153.83,NA,NA,NA,NA,153.83,PIRA,380,96.4888786578493,0.0351112134215069,0,12,STCK.PIRA.T,5.59769999999997,NA
STCK,T,WET,TE,2,388,171.8589,2018-06-05,2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292.25,NA,0.395,NA,NA,NA,NA,NA,NA,NA,166.08,NA,NA,NA,NA,166.08,PIRA,380,96.6374159266701,0.0336258407332992,0,12,STCK.PIRA.T,5.77889999999999,NA
DRO,A,DRY,TI,3,5,163.5546,2018-06-11,2019-12-02,0,0,1,NA,0,NA,NA,NA,NA,NA,136.2,NA,0.43,NA,NA,NA,NA,NA,NA,NA,115.1,NA,NA,NA,NA,115.1,PIRA,539,70.3740524570999,0.296259475429001,0,18,DRO.PIRA.A,48.4546,NA
DRO,A,DRY,TE,3,6,169.2467,2018-06-11,2019-12-02,0,0,1,NA,1,NA,NA,NA,NA,NA,188.31,NA,0.43,NA,NA,NA,NA,NA,NA,NA,154.45,NA,NA,NA,NA,154.45,PIRA,539,91.2573184587942,0.0874268154120584,0,18,DRO.PIRA.A,14.7967,NA
DRO,B,DRY,TI,3,21,167.2511,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,152.6,NA,NA,NA,NA,152.6,PIRA,539,91.2400576139708,0.0875994238602915,0,18,DRO.PIRA.B,14.6511,NA
DRO,B,DRY,TE,3,22,166.1796,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,157.29,NA,NA,NA,NA,157.29,PIRA,539,94.6506069337031,0.0534939306629694,0,18,DRO.PIRA.B,8.8896,NA
DRO,C,DRY,TI,3,37,191.9303,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,141.86,NA,NA,NA,NA,141.86,PIRA,539,73.9122483526572,0.260877516473428,0,18,DRO.PIRA.C,50.0703,NA
DRO,C,DRY,TE,3,38,167.2435,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,143.02,NA,NA,NA,NA,143.02,PIRA,539,85.5160290235495,0.144839709764505,0,18,DRO.PIRA.C,24.2235,NA
DRO,D,DRY,TI,3,53,165.0911,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,134.8,NA,NA,NA,NA,134.8,PIRA,539,81.6518879576186,0.183481120423814,0,18,DRO.PIRA.D,30.2911,NA
DRO,D,DRY,TE,3,54,171.0503,2018-06-11,2019-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,129.46,NA,NA,NA,NA,129.46,PIRA,542,75.6853393417024,0.243146606582976,0,18,DRO.PIRA.D,41.5903,NA
DRO,E,DRY,TI,3,69,177.5192,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,167.72,NA,NA,NA,NA,167.72,PIRA,539,94.4799210451602,0.0552007895483981,0,18,DRO.PIRA.E,9.79920000000001,NA
DRO,E,DRY,TE,3,70,165.6212,2018-06-11,2019-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,157.59,NA,NA,NA,NA,157.59,PIRA,539,95.1508623292187,0.0484913767078128,0,18,DRO.PIRA.E,8.03119999999998,NA
MLRF,K,DRY,TI,3,85,165.3672,2018-06-04,2019-12-04,1,0,1,NA,0,NA,NA,NA,NA,NA,185.7,NA,0.46,NA,NA,NA,NA,NA,NA,NA,147.11,NA,NA,NA,NA,147.11,PIRA,548,88.9596002109245,0.110403997890755,0,18,MLRF.PIRA.K,18.2572,NA
MLRF,K,DRY,TE,3,86,169.7252,2018-06-04,2019-12-04,0,0,1,NA,0,NA,NA,NA,NA,NA,197.71,NA,0.45,NA,NA,NA,NA,NA,NA,NA,159.8,NA,NA,NA,NA,159.8,PIRA,548,94.1521942528275,0.0584780574717247,0,18,MLRF.PIRA.K,9.92519999999999,NA
MLRF,L,DRY,TI,3,101,173.0223,2018-06-04,2019-12-04,1,0,1,NA,0,NA,NA,NA,NA,NA,198.02,NA,0.44,NA,NA,NA,NA,NA,NA,NA,165.37,NA,NA,NA,NA,165.37,PIRA,548,95.5772752991955,0.0442272470080447,0,18,MLRF.PIRA.L,7.6523,NA
MLRF,L,DRY,TE,3,102,194.9599,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,226.33,NA,0.46,NA,NA,NA,NA,NA,NA,NA,187.21,NA,NA,NA,NA,187.21,PIRA,548,96.0248748588812,0.0397512514111876,0,18,MLRF.PIRA.L,7.7499,NA
MLRF,M,DRY,TI,3,117,228.08,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,266.2,NA,0.45,NA,NA,NA,NA,NA,NA,NA,210.98,NA,NA,NA,NA,210.98,PIRA,548,92.5026306559102,0.074973693440898,0,18,MLRF.PIRA.M,17.1,NA
MLRF,M,DRY,TE,3,118,198.6064,2018-06-04,2019-12-04,0,0,1,NA,0,NA,NA,NA,NA,NA,208.51,NA,0.46,NA,NA,NA,NA,NA,NA,NA,154.08,NA,NA,NA,NA,154.08,PIRA,548,77.5805814918351,0.224194185081649,0,18,MLRF.PIRA.M,44.5264,NA
MLRF,N,DRY,TI,3,133,192.356,2018-06-04,2019-12-04,1,1,1,NA,1,NA,NA,NA,NA,NA,228.33,NA,0.45,NA,NA,NA,NA,NA,NA,NA,185.21,NA,NA,NA,NA,185.21,PIRA,548,96.285013204683,0.0371498679531702,1,18,MLRF.PIRA.N,7.14599999999999,NA
MLRF,N,DRY,TE,3,134,177.0374,2018-06-04,2019-12-04,1,0,1,NA,1,NA,NA,NA,NA,NA,108.53,NA,0.44,NA,NA,NA,NA,NA,NA,NA,164.94,NA,NA,NA,NA,164.94,PIRA,548,93.1667545953567,0.0683324540464331,0,18,MLRF.PIRA.N,12.0974,NA
MLRF,O,DRY,TI,3,149,174.5455,2018-06-04,2019-12-04,0,0,1,NA,1,NA,NA,NA,NA,NA,187.6,NA,0.43,NA,NA,NA,NA,NA,NA,NA,148.87,NA,NA,NA,NA,148.87,PIRA,548,85.2900819557078,0.147099180442922,0,18,MLRF.PIRA.O,25.6755,NA
MLRF,O,DRY,TE,3,150,164.5602,2018-06-04,2019-12-04,1,0,1,NA,1,NA,NA,NA,NA,NA,184.46,NA,0.44,NA,NA,NA,NA,NA,NA,NA,148.28,NA,NA,NA,NA,148.28,PIRA,548,90.1068423592096,0.0989315764079042,0,18,MLRF.PIRA.O,16.2802,NA
PNW,U,DRY,TI,3,165,170.6386,2018-06-05,2019-12-05,0,0,0,0,0,NA,1,NA,NA,1,135.62,NA,0.41,NA,NA,NA,NA,NA,NA,NA,131.48,NA,NA,NA,NA,131.48,PIRA,548,77.0517338984262,0.229482661015738,0,18,PNW.PIRA.U,39.1586,NA
PNW,U,DRY,TE,3,166,228.18,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,224.37,NA,0.42,NA,NA,NA,NA,NA,NA,NA,217.03,NA,NA,NA,NA,217.03,PIRA,548,95.1135068805329,0.0488649311946709,0,18,PNW.PIRA.U,11.15,NA
PNW,V,DRY,TI,3,181,160.3281,2018-06-05,2019-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.69,NA,0.42,NA,NA,NA,NA,NA,NA,NA,127.12,NA,NA,NA,NA,127.12,PIRA,548,79.2874112523007,0.207125887476993,0,18,PNW.PIRA.V,33.2081,NA
PNW,V,DRY,TE,3,182,189.6507,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,193.69,NA,0.44,NA,NA,NA,NA,NA,NA,NA,187.41,NA,NA,NA,NA,187.41,PIRA,548,98.8185121383681,0.0118148786163194,0,18,PNW.PIRA.V,2.2407,NA
PNW,W,DRY,TI,3,197,220.28,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,224.34,NA,0.42,NA,NA,NA,NA,NA,NA,NA,215.69,NA,NA,NA,NA,215.69,PIRA,548,97.9162883602688,0.0208371163973124,0,18,PNW.PIRA.W,4.59,NA
PNW,W,DRY,TE,3,198,171.98,2018-06-05,2019-12-05,0,0,1,NA,1,NA,0,NA,NA,0,171.3,NA,0.41,NA,NA,NA,NA,NA,NA,NA,165.8,NA,NA,NA,NA,165.8,PIRA,548,96.4065589021979,0.0359344109780207,0,18,PNW.PIRA.W,6.17999999999998,NA
PNW,X,DRY,TI,3,213,160.4759,2018-06-05,2019-12-05,0,0,1,NA,0,NA,0,NA,NA,0,163.72,NA,0.42,NA,NA,NA,NA,NA,NA,NA,158.23,NA,NA,NA,NA,158.23,PIRA,548,98.6004752115427,0.0139952478845734,0,18,PNW.PIRA.X,2.24590000000001,NA
